0	-0.00854492	
0.001	0.00152588	
0.002	0.0140381	
0.003	0.0280762	
0.004	0.0424194	
0.005	0.0558472	
0.006	0.0671387	
0.007	0.0753784	
0.008	0.0796509	
0.009	0.0793457	
0.01	0.0753784	
0.011	0.0683594	
0.012	0.0592041	
0.013	0.0491333	
0.014	0.0390625	
0.015	0.0305176	
0.016	0.0244141	
0.017	0.0219727	
0.018	0.0238037	
0.019	0.0299072	
0.02	0.039978	
0.021	0.0527954	
0.022	0.067749	
0.023	0.0836182	
0.024	0.0994873	
0.025	0.113831	
0.026	0.125427	
0.027	0.133667	
0.028	0.137329	
0.029	0.137024	
0.03	0.133362	
0.031	0.126648	
0.032	0.117798	
0.033	0.108643	
0.034	0.0997925	
0.035	0.0924683	
0.036	0.0875854	
0.037	0.0866699	
0.038	0.0897217	
0.039	0.0967407	
0.04	0.107117	
0.041	0.119324	
0.042	0.133057	
0.043	0.146484	
0.044	0.158997	
0.045	0.169678	
0.046	0.177307	
0.047	0.180969	
0.048	0.180969	
0.049	0.176697	
0.05	0.169678	
0.051	0.160217	
0.052	0.149536	
0.053	0.13855	
0.054	0.128784	
0.055	0.12085	
0.056	0.115662	
0.057	0.114746	
0.058	0.118103	
0.059	0.125427	
0.06	0.136108	
0.061	0.148926	
0.062	0.162659	
0.063	0.176086	
0.064	0.187988	
0.065	0.197144	
0.066	0.202332	
0.067	0.203247	
0.068	0.199585	
0.069	0.192566	
0.07	0.1828	
0.071	0.170898	
0.072	0.158386	
0.073	0.146484	
0.074	0.136108	
0.075	0.128174	
0.076	0.123901	
0.077	0.123596	
0.078	0.127258	
0.079	0.133972	
0.08	0.142517	
0.081	0.152283	
0.082	0.161743	
0.083	0.169678	
0.084	0.175476	
0.085	0.177612	
0.086	0.175476	
0.087	0.169067	
0.088	0.158691	
0.089	0.145874	
0.09	0.13092	
0.091	0.114746	
0.092	0.098877	
0.093	0.0839233	
0.094	0.0714111	
0.095	0.0616455	
0.096	0.0561523	
0.097	0.0549316	
0.098	0.057373	
0.099	0.0628662	
0.1	0.0701904	
0.101	0.0787354	
0.102	0.0869751	
0.103	0.0939941	
0.104	0.0982666	
0.105	0.098877	
0.106	0.0949097	
0.107	0.0866699	
0.108	0.0747681	
0.109	0.0595093	
0.11	0.0424194	
0.111	0.0244141	
0.112	0.00732422	
0.113	-0.0088501	
0.114	-0.0222778	
0.115	-0.0320435	
0.116	-0.0372314	
0.117	-0.038147	
0.118	-0.0354004	
0.119	-0.0299072	
0.12	-0.0222778	
0.121	-0.0137329	
0.122	-0.00549316	
0.123	0.00152588	
0.124	0.00640869	
0.125	0.00732422	
0.126	0.00427246	
0.127	-0.00274658	
0.128	-0.0131226	
0.129	-0.0256348	
0.13	-0.0396729	
0.131	-0.0534058	
0.132	-0.0662231	
0.133	-0.0769043	
0.134	-0.0845337	
0.135	-0.0881958	
0.136	-0.0875854	
0.137	-0.083313	
0.138	-0.0756836	
0.139	-0.0662231	
0.14	-0.055542	
0.141	-0.0448608	
0.142	-0.0354004	
0.143	-0.0280762	
0.144	-0.0241089	
0.145	-0.0238037	
0.146	-0.0280762	
0.147	-0.0354004	
0.148	-0.0457764	
0.149	-0.0579834	
0.15	-0.0704956	
0.151	-0.0827026	
0.152	-0.0933838	
0.153	-0.101013	
0.154	-0.105286	
0.155	-0.10498	
0.156	-0.100403	
0.157	-0.0924683	
0.158	-0.0820923	
0.159	-0.0695801	
0.16	-0.0567627	
0.161	-0.0445557	
0.162	-0.0341797	
0.163	-0.0265503	
0.164	-0.0231934	
0.165	-0.0241089	
0.166	-0.0296021	
0.167	-0.0384521	
0.168	-0.0500488	
0.169	-0.0628662	
0.17	-0.0759888	
0.171	-0.0878906	
0.172	-0.0979614	
0.173	-0.104675	
0.174	-0.107422	
0.175	-0.105286	
0.176	-0.0991821	
0.177	-0.0900269	
0.178	-0.0784302	
0.179	-0.065918	
0.18	-0.0531006	
0.181	-0.0415039	
0.182	-0.0320435	
0.183	-0.0259399	
0.184	-0.0238037	
0.185	-0.0256348	
0.186	-0.0314331	
0.187	-0.0396729	
0.188	-0.0500488	
0.189	-0.0613403	
0.19	-0.0723267	
0.191	-0.0823975	
0.192	-0.0900269	
0.193	-0.0949097	
0.194	-0.09552	
0.195	-0.0924683	
0.196	-0.0860596	
0.197	-0.0765991	
0.198	-0.0656128	
0.199	-0.0534058	
0.2	-0.0415039	
0.201	-0.0311279	
0.202	-0.0231934	
0.203	-0.0189209	
0.204	-0.0192261	
0.205	-0.0234985	
0.206	-0.0308228	
0.207	-0.0408936	
0.208	-0.0518799	
0.209	-0.0631714	
0.21	-0.0732422	
0.211	-0.0811768	
0.212	-0.0863647	
0.213	-0.0872803	
0.214	-0.0836182	
0.215	-0.0762939	
0.216	-0.0656128	
0.217	-0.0531006	
0.218	-0.039978	
0.219	-0.0268555	
0.22	-0.0152588	
0.221	-0.00610352	
0.222	-0.000305176	
0.223	0.000915527	
0.224	-0.00183105	
0.225	-0.0088501	
0.226	-0.0192261	
0.227	-0.0314331	
0.228	-0.0445557	
0.229	-0.0576782	
0.23	-0.0692749	
0.231	-0.0784302	
0.232	-0.0845337	
0.233	-0.0863647	
0.234	-0.0839233	
0.235	-0.0778198	
0.236	-0.0683594	
0.237	-0.0570679	
0.238	-0.0445557	
0.239	-0.0323486	
0.24	-0.0213623	
0.241	-0.0131226	
0.242	-0.0088501	
0.243	-0.00854492	
0.244	-0.0128174	
0.245	-0.0201416	
0.246	-0.0302124	
0.247	-0.0411987	
0.248	-0.0524902	
0.249	-0.062561	
0.25	-0.071106	
0.251	-0.0765991	
0.252	-0.0784302	
0.253	-0.0759888	
0.254	-0.0698853	
0.255	-0.06073	
0.256	-0.0494385	
0.257	-0.0366211	
0.258	-0.0238037	
0.259	-0.0119019	
0.26	-0.00213623	
0.261	0.00457764	
0.262	0.00732422	
0.263	0.00518799	
0.264	-0.000915527	
0.265	-0.0100708	
0.266	-0.0213623	
0.267	-0.0338745	
0.268	-0.0457764	
0.269	-0.0561523	
0.27	-0.0640869	
0.271	-0.0686646	
0.272	-0.0686646	
0.273	-0.0646973	
0.274	-0.057373	
0.275	-0.0469971	
0.276	-0.0350952	
0.277	-0.022583	
0.278	-0.010376	
0.279	0.000305176	
0.28	0.00823975	
0.281	0.0128174	
0.282	0.0131226	
0.283	0.00946045	
0.284	0.00183105	
0.285	-0.00823975	
0.286	-0.0204468	
0.287	-0.032959	
0.288	-0.045166	
0.289	-0.0552368	
0.29	-0.062561	
0.291	-0.0656128	
0.292	-0.0646973	
0.293	-0.0592041	
0.294	-0.0506592	
0.295	-0.039978	
0.296	-0.0274658	
0.297	-0.0152588	
0.298	-0.00366211	
0.299	0.00549316	
0.3	0.012207	
0.301	0.0146484	
0.302	0.0125122	
0.303	0.00671387	
0.304	-0.00213623	
0.305	-0.0131226	
0.306	-0.0253296	
0.307	-0.0375366	
0.308	-0.0482178	
0.309	-0.0567627	
0.31	-0.0622559	
0.311	-0.0637817	
0.312	-0.0613403	
0.313	-0.0552368	
0.314	-0.0460815	
0.315	-0.03479	
0.316	-0.0222778	
0.317	-0.0100708	
0.318	0.000915527	
0.319	0.0088501	
0.32	0.0131226	
0.321	0.0131226	
0.322	0.00854492	
0.323	0	
0.324	-0.0109863	
0.325	-0.0234985	
0.326	-0.0369263	
0.327	-0.0491333	
0.328	-0.0592041	
0.329	-0.0665283	
0.33	-0.0698853	
0.331	-0.0689697	
0.332	-0.0640869	
0.333	-0.0561523	
0.334	-0.0457764	
0.335	-0.0341797	
0.336	-0.0219727	
0.337	-0.010376	
0.338	-0.000610352	
0.339	0.00610352	
0.34	0.0088501	
0.341	0.00732422	
0.342	0.00183105	
0.343	-0.00701904	
0.344	-0.0180054	
0.345	-0.0305176	
0.346	-0.0427246	
0.347	-0.0537109	
0.348	-0.062561	
0.349	-0.0680542	
0.35	-0.0692749	
0.351	-0.0665283	
0.352	-0.0598145	
0.353	-0.050354	
0.354	-0.0387573	
0.355	-0.0259399	
0.356	-0.0131226	
0.357	-0.0012207	
0.358	0.00823975	
0.359	0.0140381	
0.36	0.0152588	
0.361	0.0125122	
0.362	0.00579834	
0.363	-0.00366211	
0.364	-0.0146484	
0.365	-0.0265503	
0.366	-0.0378418	
0.367	-0.0473022	
0.368	-0.0540161	
0.369	-0.0570679	
0.37	-0.0558472	
0.371	-0.0509644	
0.372	-0.0427246	
0.373	-0.0320435	
0.374	-0.0201416	
0.375	-0.00793457	
0.376	0.00335693	
0.377	0.0125122	
0.378	0.0186157	
0.379	0.0204468	
0.38	0.0180054	
0.381	0.0119019	
0.382	0.00244141	
0.383	-0.00946045	
0.384	-0.0228882	
0.385	-0.0363159	
0.386	-0.0485229	
0.387	-0.0585938	
0.388	-0.0650024	
0.389	-0.0671387	
0.39	-0.0646973	
0.391	-0.0582886	
0.392	-0.0488281	
0.393	-0.0372314	
0.394	-0.0244141	
0.395	-0.0115967	
0.396	-0.000305176	
0.397	0.00915527	
0.398	0.0149536	
0.399	0.0164795	
0.4	0.0140381	
0.401	0.00762939	
0.402	-0.0012207	
0.403	-0.012207	
0.404	-0.0238037	
0.405	-0.0350952	
0.406	-0.0448608	
0.407	-0.0521851	
0.408	-0.0558472	
0.409	-0.0552368	
0.41	-0.0506592	
0.411	-0.0424194	
0.412	-0.0320435	
0.413	-0.0204468	
0.414	-0.00854492	
0.415	0.00244141	
0.416	0.0115967	
0.417	0.017395	
0.418	0.0192261	
0.419	0.0167847	
0.42	0.010376	
0.421	0.000915527	
0.422	-0.0106812	
0.423	-0.0234985	
0.424	-0.0363159	
0.425	-0.0476074	
0.426	-0.0567627	
0.427	-0.0622559	
0.428	-0.0634766	
0.429	-0.0598145	
0.43	-0.0524902	
0.431	-0.0418091	
0.432	-0.0289917	
0.433	-0.0149536	
0.434	-0.000610352	
0.435	0.0128174	
0.436	0.0241089	
0.437	0.0320435	
0.438	0.0360107	
0.439	0.0357056	
0.44	0.0317383	
0.441	0.0247192	
0.442	0.0152588	
0.443	0.00488281	
0.444	-0.00549316	
0.445	-0.0143433	
0.446	-0.0213623	
0.447	-0.0247192	
0.448	-0.0238037	
0.449	-0.0192261	
0.45	-0.0112915	
0.451	-0.000915527	
0.452	0.0109863	
0.453	0.0234985	
0.454	0.0354004	
0.455	0.0457764	
0.456	0.0537109	
0.457	0.0579834	
0.458	0.0585938	
0.459	0.0552368	
0.46	0.0491333	
0.461	0.0408936	
0.462	0.0314331	
0.463	0.0219727	
0.464	0.0134277	
0.465	0.00671387	
0.466	0.00305176	
0.467	0.00335693	
0.468	0.00762939	
0.469	0.0161743	
0.47	0.0274658	
0.471	0.0405884	
0.472	0.0546265	
0.473	0.0683594	
0.474	0.0802612	
0.475	0.0897217	
0.476	0.09552	
0.477	0.0967407	
0.478	0.0930786	
0.479	0.085144	
0.48	0.0741577	
0.481	0.0610352	
0.482	0.0466919	
0.483	0.0326538	
0.484	0.0201416	
0.485	0.010376	
0.486	0.00457764	
0.487	0.00335693	
0.488	0.00640869	
0.489	0.0128174	
0.49	0.0219727	
0.491	0.0326538	
0.492	0.0439453	
0.493	0.0543213	
0.494	0.0631714	
